CERT,NAME,CITY,STALP,ZIP,ADDRESS,website,asset_band,asset_musd,fed_regulator,state_regulator,n_signals,score,signals,service_lines,EQV,EQV_pct,RBC1AAJ,RBCT1CER,ROA,ROA_pct,ROE,NIMY,EEFFR,EEFFR_pct,NCLNLSR,NPERFV,ELNANTR,LNLSDEPR,brokered_pct,asset_growth_yoy,cre_ratio,cd_ratio,cre_breach_loss_pct,uninsured_pct,LNAGR
10307,Builtwell Bank,Chattanooga,TN,37402,728 Broad St,https://www.builtwell.bank,$1B-$3B,2284.0,FDIC,Tennessee Department of Financial Institutions,3,58,rapid_growth; cd_concentration; cre_concentration,"KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria); KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria)",12.037,0.771,9.711,13.73,2.073,0.894,18.04,4.8,45.541,0.114,0.574,0.39,0.0,76.635,0.0,0.173,303.837,100.365,10.94,0.357,0.006
10308,The Bank of Fayette County,Piperton,TN,38017,1265 Highway 57,https://www.thebank1905.com,$1B-$3B,1139.9,Federal Reserve,Tennessee Department of Financial Institutions,1,18,near_fdicia_1b,"KR RAS: FDICIA Part 363 annual independent audit + audit-committee independence (crossing $1B; threshold raised from $500M, effective 2026)",9.101,0.253,9.587,,0.983,0.324,10.77,4.029,65.48,0.654,1.086,0.933,400.99,93.494,0.0,0.078,145.369,97.83,68.79,0.225,1.367
10315,Bank of Halls,Halls,TN,38040,101 E Main St,https://www.bankofhalls.com,<$250M,134.6,Federal Reserve,Tennessee Department of Financial Institutions,1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),7.728,0.097,7.953,12.79,1.024,0.424,13.36,3.325,55.629,0.231,0.152,0.072,0.0,51.047,0.0,0.013,79.044,39.682,35.351,0.478,1.77
10317,Citizens Bank and Trust Company of Grainger County,Rutledge,TN,37861,8335 Rutledge Pike,https://www.cbtgrainger.com,$250M-$1B,273.2,FDIC,Tennessee Department of Financial Institutions,0,0,,,10.826,0.609,14.222,,1.111,0.395,10.4,3.553,61.91,0.514,0.436,0.184,83.871,47.122,0.0,0.041,87.45,27.844,114.351,0.226,0.01
10319,Citizens Savings Bank and Trust Company,Nashville,TN,37208,2013 Jefferson St,https://www.bankcbn.com,<$250M,188.1,FDIC,Tennessee Department of Financial Institutions,5,72,credit_deterioration; weak_efficiency; funding_liquidity; weak_profitability; pre_enforcement,"KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS (partial): Internal Audit of liquidity/funding risk controls; ALM advisory is another practice; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",9.352,0.259,9.563,14.4,0.222,0.105,2.35,3.565,87.814,0.873,2.721,3.043,70.988,101.329,0.0,0.017,111.213,42.559,32.467,0.288,0.0
10327,Citizens State Bank of Luling,Luling,TX,78648,200 S Magnolia Ave,https://www.csbsa.com,<$250M,73.8,FDIC,Texas Department of Banking,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,22.884,0.945,21.529,,0.469,0.173,2.35,2.446,73.081,0.666,1.677,1.103,0.0,85.403,0.0,0.063,159.361,24.752,62.751,0.115,0.093
10330,Commercial State Bank,Palmer,TX,75152,8045 N Interstate 45 Service Rd,https://www.csbpalmer.com,<$250M,126.6,FDIC,Texas Department of Banking,3,50,credit_deterioration; under_reserved; high_uninsured_deposits,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review; KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),9.362,0.26,10.919,27.86,1.571,0.74,15.9,4.572,66.779,0.519,5.439,2.461,33.708,35.003,0.0,0.078,74.956,11.292,87.583,0.468,2.644
10344,Schertz Bank & Trust,Schertz,TX,78154,519 Main St,https://www.schertzbank.com,$250M-$1B,770.1,FDIC,Texas Department of Banking,4,67,excess_capital; cd_concentration; cre_concentration; high_uninsured_deposits,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria); KR RAS: CRE loan review, credit risk review, CECL/ALLL, CRE stress testing (>=300% of capital — supervisory concentration criteria); KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile)",14.795,0.904,15.174,,2.015,0.87,14.03,4.438,41.707,0.062,0.053,0.339,0.0,93.188,0.006,-0.022,344.939,134.818,28.991,0.379,0.032
10345,Peoples State Bank,Shepherd,TX,77371,5850 Highway 59 S,https://www.psbtexas.com,<$250M,181.2,FDIC,Texas Department of Banking,1,20,cd_concentration,KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),8.764,0.194,10.663,18.62,1.361,0.638,16.12,4.37,63.935,0.439,1.246,0.701,0.0,67.374,0.032,0.034,201.4,136.679,24.383,0.228,0.133
10352,Crowell State Bank,Crowell,TX,79227,100 E Commerce St,https://WWW.CROWELLSTATEBANK.COM,<$250M,57.5,Federal Reserve,Texas Department of Banking,0,0,,,10.517,0.41,10.989,,2.487,0.955,23.8,5.197,52.507,0.173,0.888,0.442,200.0,55.56,0.0,0.038,28.132,0.0,355.467,0.218,10.014
10363,Citizens and Farmers Bank,West Point,VA,23181,415 14th Street,https://www.cffc.com,$1B-$3B,2787.9,FDIC,Virginia Bureau of Financial Institutions,0,0,,,11.674,0.736,11.204,13.54,1.268,0.549,11.04,4.548,64.717,0.626,0.094,0.073,99.967,89.027,0.008,0.047,266.881,58.702,12.142,0.304,0.001
10378,The Bank of New Glarus,New Glarus,WI,53574,501 1st St,https://www.thebankofnewglarus.bank,$250M-$1B,823.2,FDIC,Wisconsin Department of Financial Institutions,1,18,credit_deterioration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance,10.112,0.486,9.537,11.08,1.636,0.714,16.63,4.191,54.73,0.294,1.995,1.518,2407.407,95.485,0.0,0.06,177.252,81.358,10.6,0.132,4.81
10380,Oostburg State Bank,Oostburg,WI,53070,905 Center Ave,https://www.oostburgstate.bank,$250M-$1B,440.2,FDIC,Wisconsin Department of Financial Institutions,0,0,,,10.828,0.61,11.643,13.17,1.385,0.562,13.11,4.033,59.795,0.451,0.132,0.097,0.0,81.615,0.0,0.127,177.642,38.461,17.155,0.212,0.037
10382,Farmers & Merchants Bank & Trust,Marinette,WI,54143,1644 Ludington St,https://www.fmmarinette.com,<$250M,175.1,FDIC,Wisconsin Department of Financial Institutions,0,0,,,9.404,0.265,11.355,16.26,1.102,0.484,11.77,4.374,68.103,0.553,0.914,0.71,0.0,82.733,0.0,0.037,90.189,54.429,46.989,0.251,0.202
10383,State Bank Financial,La Crosse,WI,54601,401 Main St,https://www.statebankfinancial.bank,$250M-$1B,512.1,Federal Reserve,Wisconsin Department of Financial Institutions,0,0,,,9.357,0.35,9.936,13.73,1.249,0.482,13.82,3.288,62.429,0.534,0.108,0.073,0.0,78.487,0.002,0.018,274.686,36.034,11.556,0.294,2.407
10384,Waumandee State Bank,Waumandee,WI,54622,S2021 County Road U,https://www.waumandeebank.com,$250M-$1B,345.5,FDIC,Wisconsin Department of Financial Institutions,0,0,,,11.09,0.654,9.39,13.75,1.158,0.429,10.56,4.229,61.99,0.519,0.6,0.63,30000.0,83.249,0.0,0.012,103.063,25.765,32.322,0.094,3.205
1040,Midland States Bank,Effingham,IL,62401,1201 Network Centre Dr,https://www.midlandsb.com,$3B+,6691.8,Federal Reserve,Illinois Department of Financial and Professional Regulation,0,0,,,9.158,0.219,10.083,13.59,1.221,0.378,13.18,4.01,59.793,0.661,1.432,0.915,65.126,73.24,0.004,-0.057,261.324,33.559,12.482,0.226,0.586
10407,The Farmers State Bank of Brush,Brush,CO,80723,200 Clayton St,https://www.fsbbrushakron.com,<$250M,116.6,FDIC,Colorado Division of Banking,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,19.215,0.91,20.128,,0.777,0.301,3.98,3.847,76.66,0.726,0.13,0.079,0.0,75.04,0.0,0.025,12.067,6.746,828.678,0.276,11.355
10434,State Bank of Graymont,Graymont,IL,61743,204 Main St,https://www.sbofgray.com,$250M-$1B,312.7,FDIC,Illinois Department of Financial and Professional Regulation,3,40,credit_deterioration; under_reserved; ag_concentration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,11.903,0.743,11.766,,1.002,0.325,8.73,3.012,61.272,0.498,3.609,2.271,0.0,71.781,0.0,-0.018,167.498,0.0,59.702,0.212,11.175
10437,First State Bank of Olmsted,Olmsted,IL,62970,185 N Front Street,https://www.firststatebank-olmsted.com,<$250M,78.4,FDIC,Illinois Department of Financial and Professional Regulation,0,0,,,12.405,0.615,12.572,19.91,1.213,0.552,9.92,3.742,58.596,0.309,2.093,1.376,100.0,74.67,0.0,0.008,73.553,9.384,70.822,0.191,1.623
10438,Raritan State Bank,Raritan,IL,61471,106 E Main St,https://www.raritanstatebank.com,$250M-$1B,253.9,FDIC,Illinois Department of Financial and Professional Regulation,3,40,credit_deterioration; under_reserved; ag_concentration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review; KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,11.346,0.685,10.776,,1.065,0.365,9.52,3.559,59.508,0.44,1.672,1.364,18.421,84.057,0.0,0.017,1.896,1.896,5273.106,0.072,15.879
10446,"Frederick Community Bank, The",Paxton,IL,60957,106 N Market St,https://www.tfcbanks.com,<$250M,196.1,FDIC,Illinois Department of Financial and Professional Regulation,0,0,,,10.429,0.4,10.442,19.01,2.203,0.918,21.11,4.25,49.682,0.125,0.0,0.0,1250.0,54.095,0.0,0.049,31.129,1.03,160.344,0.288,9.564
10458,Farmers State Bank & Trust Co.,Mount Sterling,IL,62353,129 W Main St,https://www.fsb-tc.com,<$250M,130.2,FDIC,Illinois Department of Financial and Professional Regulation,0,0,,,8.506,0.166,9.374,13.29,1.408,0.662,17.03,4.068,50.854,0.145,0.326,0.227,1666.667,75.982,0.0,0.007,93.495,7.732,33.379,0.144,3.96
10460,Town & Country Bank Midwest,Quincy,IL,62301,524 N 30th St,https://www.tcbankmidwest.com,$250M-$1B,279.3,FDIC,Illinois Department of Financial and Professional Regulation,3,43,excess_capital; rapid_growth; bsa_aml_scaling,"Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence; KR RAS: BSA/AML scaling, Internal Audit, enterprise risk assessment; FDICIA Part 363 audit if crossing $1B, ICFR if crossing $5B; KR RAS: BSA/AML program enhancement + independent testing (AML & Sanctions / OFAC)",14.942,0.911,14.888,,3.185,0.982,21.97,5.2,40.631,0.052,0.149,0.927,99.085,86.467,0.0,0.299,73.601,35.029,135.867,0.244,5.779
10464,Federated Bank,Onarga,IL,60955,107 N Chestnut St,https://www.federatedbank.com,<$250M,140.1,FDIC,Illinois Department of Financial and Professional Regulation,0,0,,,13.987,0.737,8.877,11.79,1.202,0.544,8.37,5.51,74.918,0.699,0.197,0.672,200.0,74.778,0.0,0.118,122.018,12.6,16.729,0.211,11.675
10469,Farmers & Merchants Bank of Hutsonville,Hutsonville,IL,62433,108 S Main St,,<$250M,52.0,FDIC,Illinois Department of Financial and Professional Regulation,1,5,excess_capital,Refer: capital deployment / M&A (other KR practice); RAS angle = M&A compliance due diligence,18.803,0.903,18.483,,1.928,0.861,10.62,3.696,44.059,0.06,0.0,0.0,0.0,89.638,0.0,0.033,9.113,9.113,1097.306,0.105,3.848
1047,Bank & Trust Company,Litchfield,IL,62056,401 N Madison St,https://www.banktr.com,$250M-$1B,641.3,FDIC,Illinois Department of Financial and Professional Regulation,0,0,,,10.738,0.596,11.267,16.19,1.131,0.409,10.7,3.699,57.199,0.365,0.374,0.265,10425.0,78.905,0.0,0.044,132.349,13.803,32.237,0.215,2.679
10471,Camp Grove State Bank,Camp Grove,IL,61424,26 Main Street,https://www.campgrovestatebank.com,<$250M,53.1,Federal Reserve,Illinois Department of Financial and Professional Regulation,2,20,weak_efficiency; weak_profitability,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,11.549,0.539,10.49,,-0.653,0.041,-5.76,2.965,127.368,0.971,0.0,0.024,0.0,46.013,0.053,-0.089,73.987,27.793,135.158,0.247,2.065
10473,Ipava State Bank,Lewistown,IL,61542,1203 S Main St,https://www.ipavastatebank.com,<$250M,221.9,FDIC,Illinois Department of Financial and Professional Regulation,1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),8.886,0.207,9.677,15.14,1.467,0.692,16.54,4.059,66.772,0.518,0.203,0.127,0.0,70.41,0.0,0.105,131.67,26.367,29.623,0.325,2.825
10474,Citizens State Bank,Lena,IL,61048,102 W Main St,https://www.csbnow.com,$250M-$1B,453.3,FDIC,Illinois Department of Financial and Professional Regulation,1,12,ag_concentration,KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,9.411,0.362,9.582,14.01,1.725,0.763,17.57,3.909,50.995,0.201,1.231,0.838,0.0,73.455,0.0,-0.007,47.007,6.345,69.185,0.197,25.809
1049,First National Bank of Steeleville,Steeleville,IL,62288,400 W Broadway,https://www.bankatfnb.com,$250M-$1B,274.5,OCC,N/A (federally chartered),0,0,,,11.473,0.699,13.546,24.43,1.92,0.842,17.35,3.675,50.937,0.199,0.437,0.176,-169.565,47.785,0.0,0.001,38.273,10.755,157.898,0.202,1.252
10492,Farmers and Merchants Savings Bank,Iowa City,IA,52246,2235 Mormon Trek Blvd,https://www.fmbankonline.com,<$250M,122.5,FDIC,Iowa Division of Banking,0,0,,,13.99,0.738,13.623,,1.002,0.41,7.24,3.484,62.446,0.4,0.0,0.0,0.0,76.364,0.031,0.011,128.374,14.033,77.897,0.28,6.047
10494,Mount Vernon Bank and Trust Company,Mount Vernon,IA,52314,206 1st St Sw,https://www.mountvernonbank.com,<$250M,195.5,FDIC,Iowa Division of Banking,0,0,,,11.63,0.55,13.034,,1.298,0.606,11.28,3.237,50.332,0.135,0.212,0.15,0.0,82.959,0.018,0.077,60.642,20.192,164.901,0.216,5.094
10497,Iowa State Bank,Sac City,IA,50583,500 Audubon St,https://www.myisb.bank,<$250M,213.3,FDIC,Iowa Division of Banking,2,28,credit_deterioration; under_reserved,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: CECL model validation / reserve adequacy review,11.645,0.554,11.532,,1.467,0.691,12.7,3.173,52.91,0.182,1.839,1.66,21.008,80.434,0.0,0.076,105.687,75.242,94.619,0.121,9.624
105,Bank of Cave City,Cave City,AR,72521,137 S Main St,https://www.bankofcavecity.com,<$250M,194.4,Federal Reserve,Arkansas State Bank Department,1,15,weak_efficiency,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review,5.937,0.026,8.383,20.62,0.781,0.302,12.97,4.346,81.106,0.801,1.622,1.215,115.385,76.183,0.008,0.018,60.649,29.631,89.25,0.204,7.82
10500,Farmers Savings Bank,Wever,IA,52658,3542 168th St,https://www.fsbwever.com,<$250M,130.5,FDIC,Iowa Division of Banking,0,0,,,11.345,0.512,13.707,,0.65,0.233,6.0,3.298,79.749,0.777,0.271,0.185,75.0,79.502,0.0,0.012,48.347,0.41,206.836,0.141,6.715
10503,The First State Bank,Ness City,KS,67560,206 N Pennsylvania Ave,https://www.fsbnesscity.com,<$250M,84.3,Federal Reserve,Kansas Office of the State Bank Commissioner,2,34,high_uninsured_deposits; ag_concentration,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile); KR RAS: agricultural loan review + credit risk review — concentration exposed to commodity-price / farm-income cycles,11.537,0.536,15.274,21.34,1.264,0.584,11.33,3.031,60.897,0.363,0.0,0.0,-375.0,49.541,0.054,0.04,0.0,0.0,,0.314,16.245
10505,The Kansas State Bank,Ottawa,KS,66067,236 N Main St,https://www.MyKansasStateBank.com,<$250M,208.4,FDIC,Kansas Office of the State Bank Commissioner,1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),8.604,0.179,9.25,,1.397,0.658,16.2,3.34,58.804,0.315,0.851,0.324,0.0,41.516,0.0,0.03,75.956,20.708,131.655,0.44,1.599
10520,The Citizens Bank,Morehead,KY,40351,114 W Main St,https://www.tcbanytime.com,<$250M,228.6,FDIC,Kentucky Department of Financial Institutions,0,0,,,8.304,0.144,8.719,16.04,2.146,0.908,26.33,4.843,59.296,0.328,0.061,0.041,123.404,82.832,0.0,0.011,56.927,23.239,73.961,0.219,0.178
10523,Bank of Commerce & Trust Co.,Crowley,LA,70526,326 N Avenue G,https://www.bankofcommerceandtrust.com,$250M-$1B,377.9,FDIC,Louisiana Office of Financial Institutions,2,20,weak_efficiency; weak_profitability,KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; Refer: earnings / margin advisory (other KR practice); RAS angle = cost automation via RPA,8.815,0.245,11.103,,0.321,0.071,3.77,2.344,84.623,0.915,0.194,0.051,0.0,29.566,0.0,0.043,51.506,25.171,194.152,0.226,4.411
10528,"Exchange Bank and Trust Company, Natchitoches, Louisiana",Natchitoches,LA,71457,700 Front St,https://www.exchange-bank.com,<$250M,212.5,FDIC,Louisiana Office of Financial Institutions,1,22,high_uninsured_deposits,KR RAS: liquidity/funding risk assessment + Internal Audit — deposit base concentrated in uninsured accounts (the SVB/Signature/First Republic profile),9.638,0.301,11.423,,2.349,0.943,24.64,4.372,45.191,0.073,0.894,0.438,10000.0,53.82,0.0,0.075,45.818,29.318,218.254,0.534,0.0
10531,Citizens Progressive Bank,Winnsboro,LA,71295,3540 Front St,https://cpbonline.com,<$250M,243.3,FDIC,Louisiana Office of Financial Institutions,3,57,credit_deterioration; weak_efficiency; pre_enforcement,"KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: Robotic Process Automation (RPA) + Internal Audit process review; KR RAS: PRE-ENFORCEMENT READINESS — risk assessment, Internal Audit, BSA/AML & remediation-readiness before regulators act",12.836,0.654,11.306,,0.483,0.177,3.91,4.401,84.523,0.845,4.51,3.513,333.019,88.035,0.05,-0.118,97.667,21.526,102.389,0.289,7.09
10532,CLB The Community Bank,Jonesville,LA,71343,301 Mound St,https://www.clbbank.com,$250M-$1B,350.9,FDIC,Louisiana Office of Financial Institutions,2,38,credit_deterioration; cd_concentration,KR RAS: Internal Audit loan review + CECL model validation + ALLL/CECL governance; KR RAS: construction & development loan review + credit risk management (>=100% of capital — supervisory concentration criteria),10.489,0.554,11.359,,1.603,0.696,15.25,4.221,59.694,0.448,2.581,1.689,63.966,65.901,0.0,0.12,206.44,107.82,48.44,0.298,5.72
10533,Winnsboro State Bank & Trust Company,Winnsboro,LA,71295,3875 Front St,https://WWW.WINNSBOROBANK.COM,$250M-$1B,425.7,FDIC,Louisiana Office of Financial Institutions,0,0,,,10.595,0.575,10.852,,1.485,0.628,13.91,4.692,62.539,0.538,0.936,0.765,215.278,89.382,0.008,0.104,136.439,55.222,73.293,0.245,5.75
